uniprot_id,Master.Protein.Descriptions,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,protein_desc,gene_name
Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Homo sapiens OX=9606 GN=ANP32B PE=1 SV=1,0.8594755168277675,0.38860719911355457,1.3303438345419805,8.410927792516873,3.799896686034461,0.0010728698779350779,0.04636030072695151,-0.7395156389115662,Acidic leucine-rich nuclear phosphoprotein 32 family member B ,ANP32B 
Q8TDN6,Ribosome biogenesis protein BRX1 homolog OS=Homo sapiens OX=9606 GN=BRIX1 PE=1 SV=2,0.8102063416012264,0.36327146839017505,1.2571412148122778,7.146360805982409,3.773889191854452,0.0011408993010355362,0.04636030072695151,-0.795874219335353,Ribosome biogenesis protein BRX1 homolog ,BRIX1 
P48643,T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1,0.5989713592568936,0.267943968398845,0.9299987501149423,7.337343108446004,3.76686342739646,0.001159999147856639,0.04636030072695151,-0.811091123296027,T-complex protein 1 subunit epsilon ,CCT5 
P20073,Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3,1.1763754261362813,0.5229838894811192,1.8297669627914435,7.162863564409508,3.748091530540171,0.001212598911237659,0.04636030072695151,-0.851731149444622,Annexin A7 ,ANXA7 
Q01433,AMP deaminase 2 OS=Homo sapiens OX=9606 GN=AMPD2 PE=1 SV=2,-0.4744690650669876,-0.7383839845853966,-0.2105541455485787,7.069936691859544,-3.7426714900955504,0.001228220785607833,0.04636030072695151,-0.8634603494272213,AMP deaminase 2 ,AMPD2 
P53582,Methionine aminopeptidase 1 OS=Homo sapiens OX=9606 GN=METAP1 PE=1 SV=2,0.8581796479241691,0.3802382636627869,1.3361210321855514,6.637362486409365,3.7380174364157517,0.0012417937694719154,0.04636030072695151,-0.8735301415438999,Methionine aminopeptidase 1 ,METAP1 
Q9Y6M1,Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens OX=9606 GN=IGF2BP2 PE=1 SV=2,-0.5774783325473222,-0.9040997194485867,-0.2508569456460577,7.007289241105316,-3.680686466371223,0.0014216744357986562,0.04936488407888514,-0.9974325826798172,Insulin-like growth factor 2 mRNA-binding protein 2 ,IGF2BP2 
Q9H0S4,Probable ATP-dependent RNA helicase DDX47 OS=Homo sapiens OX=9606 GN=DDX47 PE=1 SV=1,-0.854373434973453,-1.3389650420912775,-0.3697818278556284,7.298008022434769,-3.6703678945473626,0.0014566817208805849,0.04936488407888514,-1.0197033188365516,Probable ATP-dependent RNA helicase DDX47 ,DDX47 
Q9UHX1,Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens OX=9606 GN=PUF60 PE=1 SV=1,0.6367368031480516,0.2747085865695911,0.9987650197265121,7.646254131236848,3.6614683200680576,0.0014875578907699765,0.04936488407888514,-1.038903759150874,Poly(U)-binding-splicing factor PUF60 ,PUF60 
Q86U42,Polyadenylate-binding protein 2 OS=Homo sapiens OX=9606 GN=PABPN1 PE=1 SV=3,-0.4870357753578118,-0.7678099993490601,-0.20626155136656338,7.0559221860981,-3.6111154811772663,0.0016748155582338622,0.05359409786348359,-1.1473976329032443,Polyadenylate-binding protein 2 ,PABPN1 
P09001,"39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1",-0.5751596317281543,-0.9085845689515089,-0.24173469450479973,7.4625696362296585,-3.5911047054573695,0.0017555291108826362,0.054239795977615246,-1.190444515161719,"39S ribosomal protein L3, mitochondrial ",MRPL3 
P40227,T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3,0.5880242357631528,0.24528206968799615,0.9307664018383094,7.734827831643695,3.571621578634417,0.001837793825208464,0.05488877557955946,-1.2323159081035202,T-complex protein 1 subunit zeta ,CCT6A 
Q8TCG1,Protein CIP2A OS=Homo sapiens OX=9606 GN=CIP2A PE=1 SV=2,0.4793954761420222,0.1960852453055223,0.7627057069785221,7.528999488938878,3.5226494118577736,0.0020617076932324396,0.05854517683752902,-1.3373764395262882,Protein CIP2A ,CIP2A 
Q9NX58,Cell growth-regulating nucleolar protein OS=Homo sapiens OX=9606 GN=LYAR PE=1 SV=2,-0.6944069253747915,-1.1068397499447382,-0.28197410080484475,6.794863141800261,-3.5050851274243104,0.0021483864784063405,0.05854517683752902,-1.3749890032471583,Cell growth-regulating nucleolar protein ,LYAR 
Q9H307,Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5,0.6017714417396142,0.24374119596666882,0.9598016875125595,7.288832845473142,3.4990456302131228,0.0021790109532133987,0.05854517683752902,-1.3879134350235365,Pinin ,PNN 
O43707,Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,0.5726245204439391,0.2307617029209147,0.9144873379669635,7.0150907037607695,3.4870311144028556,0.002241213932231046,0.05854517683752902,-1.4136108283083546,Alpha-actinin-4 ,ACTN4 
P09972,Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2,1.379950235340814,0.5540636169086083,2.2058368537730195,7.367586921151595,3.478409788434835,0.0022869209702159774,0.05854517683752902,-1.4320394279576005,Fructose-bisphosphate aldolase C ,ALDOC 
P04083,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2,0.8895244024358947,0.35488466370097616,1.4241641411708132,6.921548404578481,3.4636530267981014,0.0023672892159267937,0.058919198263066866,-1.463560685147808,Annexin A1 ,ANXA1 
P78344,Eukaryotic translation initiation factor 4 gamma 2 OS=Homo sapiens OX=9606 GN=EIF4G2 PE=1 SV=1,0.5726140831518379,0.22717331842038235,0.9180548478832935,6.935879455778916,3.450850840360479,0.002439253612013136,0.05906949287469649,-1.490883702622261,Eukaryotic translation initiation factor 4 gamma 2 ,EIF4G2 
P54577,"Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS PE=1 SV=4",0.6721593889181591,0.2639412290987958,1.0803775487375225,7.655291631304004,3.4278175486707587,0.00257417300001439,0.06069628968454982,-1.5399867458786956,"Tyrosine--tRNA ligase, cytoplasmic ",YARS 
O15355,Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,0.7659744598515293,0.29719281662264657,1.2347561030804122,7.335057892271544,3.4015858880009224,0.0027367495866614153,0.0628750674268879,-1.5958181132976854,Protein phosphatase 1G ,PPM1G 
P33176,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,0.5867913686748011,0.22371525765641537,0.9498674796931867,7.673226752917587,3.3645252438899247,0.0029837002795675025,0.06564743447681999,-1.6745270103274983,Kinesin-1 heavy chain ,KIF5B 
O94925,"Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS PE=1 SV=1",0.6721030307212684,0.25489208013664527,1.0893139813058916,7.7125616331005755,3.3536512975008406,0.003060206742931854,0.06564743447681999,-1.6975815623000026,"Glutaminase kidney isoform, mitochondrial ",GLS 
Q9NT62,Ubiquitin-like-conjugating enzyme ATG3 OS=Homo sapiens OX=9606 GN=ATG3 PE=1 SV=1,0.88203594393361,0.3335531360738241,1.4305187517933957,7.148729225884574,3.3478116271753104,0.00310208159702067,0.06564743447681999,-1.70995505123176,Ubiquitin-like-conjugating enzyme ATG3 ,ATG3 
Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD1L PE=1 SV=1",-0.43029604001526556,-0.6990943955537186,-0.1614976844768125,7.529802511579681,-3.3325639418624746,0.0032140773682512846,0.06564743447681999,-1.7422375517642772,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial ",MTHFD1L 
Q08170,Serine/arginine-rich splicing factor 4 OS=Homo sapiens OX=9606 GN=SRSF4 PE=1 SV=2,0.7069573714864974,0.26408550885583576,1.149829234117159,7.316478515686492,3.3231725175026026,0.003285014373983476,0.06564743447681999,-1.7621026441817653,Serine/arginine-rich splicing factor 4 ,SRSF4 
P46783,40S ribosomal protein S10 OS=Homo sapiens OX=9606 GN=RPS10 PE=1 SV=1,-0.8048260825476854,-1.3101920435385468,-0.2994601215568241,7.66300000792234,-3.3153837533115826,0.003345003973974317,0.06564743447681999,-1.7785668708226021,40S ribosomal protein S10 ,RPS10 
Q7Z6Z7,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3,-0.7746129535647097,-1.2649618535713554,-0.28426405355806406,6.49359776256785,-3.288647300686179,0.003559178327112349,0.06564743447681999,-1.835007084771778,E3 ubiquitin-protein ligase HUWE1 ,HUWE1 
P24534,Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3,0.46820156851358985,0.17175206136448368,0.7646510756626961,7.67100634657407,3.2879096944649255,0.003565272735955864,0.06564743447681999,-1.8365624535269802,Elongation factor 1-beta ,EEF1B2 
Q8TDD1,ATP-dependent RNA helicase DDX54 OS=Homo sapiens OX=9606 GN=DDX54 PE=1 SV=2,-0.7600900179134614,-1.2416734469972894,-0.2785065888296333,6.705134845422978,-3.2857252363264124,0.003583381409670146,0.06564743447681999,-1.8411682121542805,ATP-dependent RNA helicase DDX54 ,DDX54 
P21980,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2,0.5444225666602648,0.19939856657687705,0.8894465667436525,7.778130740769666,3.284918218940685,0.003590094072951094,0.06564743447681999,-1.8428695386748926,Protein-glutamine gamma-glutamyltransferase 2 ,TGM2 
P07355,Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2,0.5686714377660556,0.20622772578748988,0.9311151497446213,8.019828895979764,3.266318986089813,0.0037482424870363133,0.06716850536769074,-1.882048656279074,Annexin A2 ,ANXA2 
Q9NY61,Protein AATF OS=Homo sapiens OX=9606 GN=AATF PE=1 SV=1,0.805581237768099,0.2900689671613442,1.3210935083748536,6.048811853133309,3.2531799333631874,0.0038640350842589584,0.06788579285286328,-1.9096894355462615,Protein AATF ,AATF 
P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2",-0.5348821830686101,-0.8788632514230472,-0.19090111471417298,7.357638485556857,-3.237138939098158,0.004010132300744924,0.06909766425898946,-1.9433931984812531,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial ",MTHFD2 
Q86V48,Leucine zipper protein 1 OS=Homo sapiens OX=9606 GN=LUZP1 PE=1 SV=2,0.48960100327916356,0.17366281291039276,0.8055391936479344,6.965460381411408,3.226100718732493,0.004113774624807807,0.06954607667599613,-1.9665584161492955,Leucine zipper protein 1 ,LUZP1 
Q16630,Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2,-0.6024296236624285,-0.994136281286582,-0.2107229660382749,8.197673297298348,-3.201718280025718,0.004352032033208853,0.07221149447694689,-2.017647928428926,Cleavage and polyadenylation specificity factor subunit 6 ,CPSF6 
O15226,NF-kappa-B-repressing factor OS=Homo sapiens OX=9606 GN=NKRF PE=1 SV=2,0.9512585715597999,0.32520210442394504,1.5773150386956547,6.376261329507154,3.1631721340478096,0.004756296755620177,0.07748439805519415,-2.0981822947979856,NF-kappa-B-repressing factor ,NKRF 
P13489,Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2,0.5088672590365363,0.17261854256606668,0.8451159755070059,6.933800073251204,3.1505155156190843,0.004896817975916499,0.07777476048219224,-2.1245615216825495,Ribonuclease inhibitor ,RNH1 
Q9UNW9,RNA-binding protein Nova-2 OS=Homo sapiens OX=9606 GN=NOVA2 PE=1 SV=1,-0.4620411532099192,-0.7684062231319888,-0.1556760832878496,6.953965459304445,-3.139634989078549,0.0050208323479333326,0.07777476048219224,-2.1472129500268897,RNA-binding protein Nova-2 ,NOVA2 
P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4,-0.7405834024713985,-1.231826632856127,-0.2493401720866701,7.52942266128472,-3.1384495018097414,0.005034526906213337,0.07777476048219224,-2.1496794671926587,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit ,DDOST 
Q9Y5L0,Transportin-3 OS=Homo sapiens OX=9606 GN=TNPO3 PE=1 SV=3,-0.5903554173150115,-0.9850344606364635,-0.19567637399355953,6.836209440773655,-3.1139184529502613,0.005326168721638607,0.07794233936023236,-2.2006529044923973,Transportin-3 ,TNPO3 
Q9Y3I0,tRNA-splicing ligase RtcB homolog OS=Homo sapiens OX=9606 GN=RTCB PE=1 SV=1,0.5427400890350711,0.1796866587838939,0.9057935192862483,6.835705275716571,3.1121398612491618,0.005347938722383572,0.07794233936023236,-2.204343739981129,tRNA-splicing ligase RtcB homolog ,RTCB 
Q01518,Adenylyl cyclase-associated protein 1 OS=Homo sapiens OX=9606 GN=CAP1 PE=1 SV=5,0.6684314099124339,0.2200089671223006,1.116853852702567,7.2807521860344515,3.103182077576786,0.005458898617409107,0.07794233936023236,-2.22292217127523,Adenylyl cyclase-associated protein 1 ,CAP1 
Q15365,Poly(rC)-binding protein 1 OS=Homo sapiens OX=9606 GN=PCBP1 PE=1 SV=2,-0.4403590134161824,-0.7360851598774478,-0.144632866954917,8.025781602262288,-3.0999516131837197,0.005499458568498237,0.07794233936023236,-2.229617923459156,Poly(rC)-binding protein 1 ,PCBP1 
Q99442,Translocation protein SEC62 OS=Homo sapiens OX=9606 GN=SEC62 PE=1 SV=1,0.8195955833808418,0.2684991847055833,1.3706919820561003,7.842573859818829,3.0960629730542695,0.005548669207313403,0.07794233936023236,-2.2376748797142247,Translocation protein SEC62 ,SEC62 
P43243,Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=2,-0.5486525999665983,-0.9193801605598206,-0.17792503937337595,7.504367710572607,-3.080919260240262,0.005744404911157366,0.07794233936023236,-2.269020057295136,Matrin-3 ,MATR3 
Q9BTD8,RNA-binding protein 42 OS=Homo sapiens OX=9606 GN=RBM42 PE=1 SV=1,0.9033983723310222,0.29263449423950993,1.5141622504225345,6.06862413437586,3.0792411991516104,0.005766500852211963,0.07794233936023236,-2.27249028776544,RNA-binding protein 42 ,RBM42 
P08865,40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4,0.5968276083099179,0.1926975127627335,1.0009577038571023,6.889246195728331,3.0744360243289455,0.005830228792092171,0.07794233936023236,-2.282423939724122,40S ribosomal protein SA ,RPSA 
P47897,Glutamine--tRNA ligase OS=Homo sapiens OX=9606 GN=QARS PE=1 SV=1,-0.4488982024596826,-0.753202606442319,-0.14459379847704618,6.595813754650978,-3.0709827558482496,0.005876447235582381,0.07794233936023236,-2.2895596496538606,Glutamine--tRNA ligase ,QARS 
P68366,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1,0.9123208093982235,0.29302889434488844,1.5316127244515585,8.196116652531055,3.0668315313232704,0.005932476008806062,0.07794233936023236,-2.2981340650545876,Tubulin alpha-4A chain ,TUBA4A 
Q9BTT0,Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens OX=9606 GN=ANP32E PE=1 SV=1,0.7122191568582442,0.2279500532634396,1.196488260453049,7.5344017527714104,3.061714127111117,0.0060022560444821784,0.07794233936023236,-2.3086988155813377,Acidic leucine-rich nuclear phosphoprotein 32 family member E ,ANP32E 
P43358,Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2,0.4577958764355029,0.14562596796995297,0.7699657849010528,7.392614080149372,3.0529422454439428,0.006123716784307444,0.07838357483913529,-2.326794374379768,Melanoma-associated antigen 4 ,MAGEA4 
Q96CT7,Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,-0.6940908940862192,-1.1684037966911025,-0.21977799148133592,6.977098597575534,-3.04641564564439,0.0062156248491304555,0.07843943471578715,-2.340246760254456,Coiled-coil domain-containing protein 124 ,CCDC124 
P27694,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens OX=9606 GN=RPA1 PE=1 SV=2,0.704535875031692,0.21830482891318903,1.190766921150195,7.385973039916254,3.0164642048810237,0.006654757521577061,0.08281476026851453,-2.40185502743099,Replication protein A 70 kDa DNA-binding subunit ,RPA1 
P07900,Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,0.6126045687989521,0.18808973417319436,1.0371194034247098,7.700747470102386,3.0041741811370857,0.00684347640291154,0.08353352396504435,-2.427073631653977,Heat shock protein HSP 90-alpha ,HSP90AA1 
Q9NQW6,Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2,0.4273517330313736,0.1308604605223596,0.7238430055403875,7.217416524190112,3.000622106700279,0.00689897407747018,0.08353352396504435,-2.4343555894755338,Anillin ,ANLN 
P08243,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4,0.5588667827843203,0.16856350970320744,0.9491700558654332,7.968465882972319,2.980875607030243,0.007215486214249487,0.08549273855678922,-2.4747811755101807,Asparagine synthetase [glutamine-hydrolyzing] ,ASNS 
Q14671,Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=3,-0.43514633296397087,-0.7392698362750244,-0.13102282965291734,6.698926018233141,-2.9786748084789965,0.007251616216870515,0.08549273855678922,-2.479280791155679,Pumilio homolog 1 ,PUM1 
O75083,WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4,0.5209134942188476,0.15612090007597718,0.885706088361718,7.378766662041451,2.9727428563170593,0.007349868962332236,0.08552574792532057,-2.491402918460126,WD repeat-containing protein 1 ,WDR1 
Q02878,60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,0.5318410287891823,0.15858969451534677,0.9050923630630178,7.375155196054603,2.9663214899270387,0.0074576716097300814,0.08566761233741221,-2.504515307239303,60S ribosomal protein L6 ,RPL6 
P12814,Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2,0.9123601963066276,0.26961231041690903,1.555108082196346,7.303661621420928,2.9550403965606775,0.0076507532797803,0.08677310048966011,-2.527526166447173,Alpha-actinin-1 ,ACTN1 
Q99873,Protein arginine N-methyltransferase 1 OS=Homo sapiens OX=9606 GN=PRMT1 PE=1 SV=3,0.61974925383789,0.18142501508200337,1.0580734925937767,7.3715133335499186,2.943460922178601,0.00785393620847804,0.08796408553495404,-2.55111209210413,Protein arginine N-methyltransferase 1 ,PRMT1 
P62491,Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3,0.6232155558619858,0.1814748020604982,1.0649563096634735,7.225791932671132,2.9370312418672757,0.007968985161375678,0.08815074943941491,-2.564193705848396,Ras-related protein Rab-11A ,RAB11A 
Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1",0.9889490610000707,0.2837042369875763,1.6941938850125653,6.8560657672553855,2.919253194414495,0.008295581411893207,0.09064440176897944,-2.6003085141462767,"N-alpha-acetyltransferase 15, NatA auxiliary subunit ",NAA15 
P10599,Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3,0.7044343079846999,0.20088177603737856,1.2079868399320213,7.60484761109627,2.9122822569867775,0.008427117229045048,0.09097225346053449,-2.6144468489241803,Thioredoxin ,TXN 
Q14247,Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2,0.5693084275679829,0.15924069423144938,0.9793761609045165,7.600605203096224,2.8902124283675663,0.008856878072365335,0.09402433273423136,-2.6591231184286284,Src substrate cortactin ,CTTN 
P11387,DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2,0.6077942505031315,0.16952926827919795,1.046059232727065,7.6068924782131715,2.887071669709874,0.008919719065189359,0.09402433273423136,-2.6654703382104166,DNA topoisomerase 1 ,TOP1 
P05388,60S acidic ribosomal protein P0 OS=Homo sapiens OX=9606 GN=RPLP0 PE=1 SV=1,0.6918911243163512,0.1896612166555689,1.1941210319771336,7.3850494058029375,2.8679589924521562,0.009311435283766952,0.09488801502410164,-2.7040373816298877,60S acidic ribosomal protein P0 ,RPLP0 
P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4,-0.473415347618701,-0.8175719326121402,-0.12925876262526176,7.763835093471605,-2.86367678383045,0.009401430649052722,0.09488801502410164,-2.71266453963174,Heterogeneous nuclear ribonucleoprotein H ,HNRNPH1 
P12236,ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,0.6080940519438689,0.16547079367482176,1.050717310212916,7.166156594757185,2.8600542678007046,0.009478211117252607,0.09488801502410164,-2.719958662767696,ADP/ATP translocase 3 ,SLC25A6 
Q9UIG0,Tyrosine-protein kinase BAZ1B OS=Homo sapiens OX=9606 GN=BAZ1B PE=1 SV=2,-0.4800060236586999,-0.8294768278955879,-0.1305352194218119,7.781379537164657,-2.859390942137454,0.009492335361127596,0.09488801502410164,-2.7212939065775794,Tyrosine-protein kinase BAZ1B ,BAZ1B 
O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4,0.5145846068617765,0.13783401614525942,0.8913351975782937,7.616548659850534,2.843417276705458,0.009838606400039201,0.09488801502410164,-2.753410825463053,D-3-phosphoglycerate dehydrogenase ,PHGDH 
